govern,school_id,common_name,year,total,total_hs,g09,g10,g11,g12
regular,609751,King CPHS,2017,642,642,156,170,163,153
regular,609713,Hyde Park HS,2017,745,745,200,201,207,137
regular,609746,Kenwood HS,2017,1784,1519,403,372,351,393
regular,609676,Dunbar Voc HS,2017,561,561,128,139,130,164
regular,610587,Dyett Arts,2017,149,149,149,NA,NA,NA
regular,609741,Hubbard HS,2017,1772,1772,433,509,450,380
regular,609718,Kennedy HS,2017,1658,1658,415,441,442,360
regular,609725,Morgan Park HS,2017,1420,1311,374,354,323,260
regular,610558,Goode,2017,861,861,250,229,194,188
regular,609698,Bogan Tech HS,2017,798,798,191,210,198,199
regular,609748,York Alt HS,2017,270,270,116,53,72,29
regular,609768,Hope CPHS,2017,136,136,28,40,30,38
regular,609783,"Jefferson, N",2017,259,250,126,67,26,31
regular,609692,Simeon HS,2017,1323,1323,349,304,341,329
regular,609707,Robeson HS,2017,151,151,23,42,50,36
regular,610391,Lindblom MSHS,2017,1294,1058,281,308,253,216
regular,609745,Southside Occp HS,2017,270,270,NA,NA,8,262
regular,610506,TEAM Englewood HS,2017,160,160,15,34,57,54
regular,609711,Harper HS,2017,167,167,36,55,38,38
regular,610323,New Millnm HS,2017,328,328,64,103,79,82
regular,609674,Chicago Voc HS,2017,923,923,225,323,229,146
regular,609712,Hirsch HS,2017,151,151,29,43,43,36
regular,609710,Harlan HS,2017,484,484,94,120,114,156
regular,610547,South Shore ICP,2017,591,591,179,149,128,135
regular,609705,Fenger  HS,2017,230,230,53,63,61,53
regular,609761,Corliss HS,2017,371,371,66,110,107,88
regular,609739,"Washington, G. HS",2017,1410,1410,350,367,329,364
regular,609726,Brooks CPHS,2017,916,860,235,232,190,203
regular,609762,Julian HS,2017,631,631,128,161,137,205
regular,610340,Chicago Acad HS,2017,549,549,147,148,141,113
regular,610499,Collins Acad HS,2017,295,295,72,84,83,56
regular,610543,Solorio,2017,1142,1142,287,291,304,260
regular,610389,Orr,2017,386,386,71,94,104,117
regular,609727,Phillips HS,2017,558,558,173,131,151,103
regular,610513,Air Force,2017,335,335,103,94,93,45
regular,609754,Chicago Mil Acad HS,2017,293,293,101,48,84,60
regular,609760,Carver Mil Acad HS,2017,500,500,150,121,120,109
regular,610390,Rickover Naval HS,2017,567,567,153,131,180,103
regular,609780,Marine-Ames,2017,841,558,178,194,109,77
regular,610304,Phoenix Mil Acad HS,2017,540,540,157,146,123,114
regular,609764,Juarez HS,2017,1607,1607,430,478,385,314
regular,609753,Chicago Agr Sci HS,2017,720,720,177,179,185,179
regular,609738,Lincoln Park HS,2017,2129,2129,550,458,586,535
regular,610386,Peace & Education Alt HS,2017,113,113,NA,41,32,40
regular,609759,Clemente HS,2017,737,737,192,224,214,107
regular,609680,Payton CPHS,2017,979,979,298,227,225,229
regular,609740,Wells HS,2017,378,378,92,58,107,121
regular,609755,Young Magnet HS,2017,2112,1857,477,443,441,496
regular,609678,Jones CPHS,2017,1819,1819,425,439,489,466
charter,400010,ACE Tech Chtr HS,2017,385,385,103,93,93,96
charter,400172,ASPIRA Bus,2017,335,335,173,162,NA,NA
charter,400013,ASPIRA Chrtr - Early College,2017,422,422,122,95,96,109
charter,400115,Catalyst-Maria,2017,1107,559,155,149,125,130
charter,400035,Chgo Math/Sci Chtr,2017,600,345,86,82,87,90
charter,400036,Chicago Virtual Chtr,2017,676,171,53,41,46,31
charter,400113,CIC-Quest North,2017,288,288,105,61,60,62
charter,400033,Chgo Intl Chrt - Longwood,2017,1361,485,126,127,130,102
charter,400034,Chgo Intl Chrt - Northtown,2017,908,908,272,231,198,207
charter,400032,Chgo Intl Chrt - Ellison,2017,441,441,134,131,96,80
charter,400094,EPIC,2017,501,501,184,150,85,82
charter,400171,Foundations,2017,212,48,48,NA,NA,NA
charter,400167,Horizon-Southwest,2017,668,112,60,52,NA,NA
charter,400104,Instituto Health,2017,759,759,195,189,168,207
charter,400162,Intrinsic,2017,989,650,190,167,166,127
charter,400119,Legal Prep,2017,306,305,135,72,60,38
charter,400157,NSC-Orange,2017,391,391,113,121,98,59
charter,400156,NSC-Crimson,2017,615,615,236,175,127,77
charter,400097,NSC-Bulls,2017,1146,1146,367,287,255,237
charter,400118,NSC-Purple,2017,545,545,158,184,86,117
charter,400052,NSC-Comer,2017,1139,813,284,214,174,141
charter,400053,Noble St. Chrtr HS - Golder,2017,654,654,176,173,160,145
charter,400117,NSC-Silver,2017,709,709,201,193,167,148
charter,400169,Noble-ITW,2017,818,818,184,402,232,NA
charter,400106,NSC-Englewood,2017,864,864,274,257,175,158
charter,400098,NSC-Muchin,2017,946,946,281,239,225,201
charter,400051,Noble St. Chrtr HS,2017,636,636,187,167,139,143
charter,400054,NSC-Pritzker,2017,1008,1008,346,230,222,210
charter,400055,NSC-Rauner,2017,649,649,204,181,132,132
charter,400056,Noble St. Chrtr HS - Clark,2017,558,558,180,119,133,126
charter,400170,NCS-Noble,2017,346,346,136,84,126,NA
charter,400057,NSC-UIC,2017,909,909,275,227,221,186
charter,400179,Noble Mansueto,2017,183,183,183,NA,NA,NA
charter,400058,North Lawndale Chrtr,2017,379,379,100,103,90,86
charter,400059,Nth Lawndale Chtr - Collins,2017,404,404,116,121,85,82
charter,400062,Perspectives Chrtr - Cal Tech,2017,381,381,86,100,98,97
charter,400061,Perspectives Chrtr - Calumet,2017,481,348,65,100,98,85
charter,400066,Perspectives-IIT,2017,469,384,95,117,78,94
charter,400064,Perspectives Chrtr HS,2017,394,242,64,62,62,54
charter,400077,U Of Chicago Chtr HS,2017,622,402,115,126,84,77
charter,400085,UNO Charter-Garcia,2017,624,624,157,175,161,131
charter,400121,UNO-Rogers Park,2017,736,193,27,53,69,44
charter,400149,UNO-Soccer,2017,630,630,170,188,137,135
charter,400105,Urban Prep-SShore,2017,365,365,98,81,98,88
charter,400086,Urban Prep Chtr HS,2017,325,325,82,83,82,78
charter,400102,Urban Prep-E Garfield,2017,271,271,53,77,70,71
charter,400087,Yng Women Ldrshp Chrt,2017,248,248,61,90,43,54
other,400022,Chicago Arts,2017,603,603,156,150,157,140
other,400091,Advanced Tech,2017,272,272,58,57,70,87
other,610555,Banner West,2017,241,241,42,101,51,47
other,610585,Camelot-Garfield,2017,17,17,9,6,1,1
other,610573,Camelot Safe,2017,12,12,2,5,5,NA
other,400147,Excel,2017,252,252,25,93,83,51
other,610565,Excel-Englewood,2017,215,215,28,62,75,50
other,400176,Excel-Southwest,2017,190,190,18,64,62,46
other,400175,Excel-Woodlawn,2017,219,219,22,66,82,49
other,400148,Instituto Justice,2017,97,97,21,41,35,NA
other,400164,Instituto Lozano,2017,34,34,NA,NA,7,27
other,400137,Little Black Pearl,2017,134,134,16,33,52,33
other,610581,MJ-Brainerd,2017,119,119,18,44,43,14
other,610582,MJ-Englewood,2017,118,118,10,32,60,16
other,610580,MJ-Humboldt,2017,202,202,8,57,111,26
other,610566,MJ North Lawndale,2017,178,178,25,53,91,9
other,610567,MJ-South Shore,2017,202,202,22,63,111,6
other,610569,Ombudsman #1,2017,257,257,32,103,64,58
other,610570,Ombudsman #2,2017,461,461,43,130,138,150
other,610571,Ombudsman #3,2017,365,365,54,133,95,83
other,610557,Pathways,2017,199,199,25,55,47,72
other,610568,Pathways-Avondale,2017,250,250,29,69,70,82
other,400173,Pathways-Brighton,2017,353,353,39,83,108,123
other,400123,YCCS-Scholastic,2017,193,193,NA,80,66,47
other,400133,YCCS-Innovations,2017,450,450,NA,223,158,69
other,400124,YCCS-Ada McKinley,2017,214,214,NA,99,102,13
other,400125,YCCS-Aspira,2017,200,200,NA,95,57,48
other,400126,YCCS-El Cuarto Año,2017,170,170,NA,131,35,4
other,400127,YCCS-Austin,2017,148,148,NA,31,41,76
other,400128,YCCS-CCA,2017,221,221,NA,120,75,26
other,400129,YCCS-Houston,2017,186,186,NA,92,41,53
other,400150,YCCS-Chatham,2017,192,192,NA,112,57,23
other,400130,YCCS-CYDI,2017,187,187,NA,82,61,44
other,400131,YCCS-Albizu,2017,200,200,NA,58,60,82
other,400134,YCCS-Addams,2017,211,211,NA,87,87,37
other,400135,YCCS-Latino Youth,2017,221,221,NA,105,94,22
other,400136,YCCS-Olive Harvey,2017,127,127,NA,40,77,10
other,400139,YCCS-Sullivan,2017,340,340,NA,278,48,14
other,400141,YCCS-Truman,2017,207,207,NA,70,84,53
other,400143,YCCS-West Town,2017,161,161,NA,59,102,NA
other,400144,YCCS-Holistic,2017,132,132,NA,76,37,19
other,400145,YCCS-Connection,2017,260,260,NA,123,85,52
regular,609729,Schurz HS,2018,1739,1739,499,444,357,439
regular,610564,Disney,2018,711,498,163,135,97,103
regular,609737,Von Steuben HS,2018,1726,1726,445,495,424,362
regular,609766,Vaughn Occp HS,2018,230,230,25,31,23,151
regular,609749,Northside CPHS,2018,1061,1061,257,280,277,247
regular,609744,Northside Lrn Ctr HS,2018,230,230,39,43,42,106
regular,609728,Roosevelt HS,2018,1099,1000,260,294,207,239
regular,609734,Taft HS,2018,3372,3101,880,765,743,713
regular,609719,Lake View HS,2018,1389,1389,391,361,313,324
regular,609730,Senn HS,2018,1443,1443,414,392,313,324
regular,609733,Sullivan HS,2018,723,722,196,209,176,141
regular,609724,Mather HS,2018,1442,1442,326,373,392,351
regular,610394,Uplift Community HS,2018,240,240,39,63,66,72
regular,610518,VOISE,2018,219,219,50,60,45,64
regular,609679,Prosser HS,2018,1394,1394,409,353,322,310
regular,609732,Steinmetz HS,2018,1278,1278,275,405,276,322
regular,609708,Foreman HS,2018,792,792,202,199,187,204
regular,610245,Douglass HS,2018,101,101,11,28,26,36
regular,610244,Clark Magnet HS,2018,547,547,155,148,129,115
regular,609720,Lane Tech HS,2018,4438,4190,1175,951,1102,962
regular,609716,Kelvyn Park HS,2018,451,322,73,75,76,98
regular,610524,Alcott,2018,311,311,87,89,68,67
regular,610334,Raby HS,2018,378,378,81,100,95,102
regular,609693,Westinghouse II,2018,1189,1189,337,294,270,288
regular,609723,Marshall HS,2018,341,341,60,95,91,95
regular,609722,Manley HS,2018,114,114,17,31,33,33
regular,609691,North-Grand HS,2018,958,958,237,237,261,223
regular,609759,Clemente HS,2018,754,754,202,177,193,182
regular,610513,Air Force,2018,262,262,33,74,77,78
regular,609754,Chicago Mil Acad HS,2018,310,310,98,90,47,75
regular,609760,Carver Mil Acad HS,2018,479,479,119,142,106,112
regular,610529,Ogden,2018,884,529,222,137,80,90
regular,610304,Phoenix Mil Acad HS,2018,531,531,154,142,127,108
regular,609769,"Graham, R. Trng CTR",2018,117,117,NA,1,5,111
regular,610561,Crane Med Prep,2018,487,487,77,139,139,132
regular,609750,Simpson HS,2018,41,38,10,7,12,9
regular,609740,Wells HS,2018,381,381,123,99,59,100
regular,609704,Farragut HS,2018,728,713,148,192,195,178
regular,610383,Sch Of Soc Just HS,2018,286,286,62,68,100,56
regular,610384,Infinity HS,2018,418,418,107,97,116,98
regular,610385,Multicultural Arts HS,2018,230,230,49,55,72,54
regular,610357,Spry Comm Links HS,2018,129,129,37,35,40,17
regular,610392,World Language HS,2018,352,352,95,109,81,67
regular,609735,Tilden HS,2018,250,250,57,63,60,70
regular,609682,Richards HS,2018,217,217,59,51,56,51
regular,609709,Gage Park HS,2018,328,328,91,86,69,82
regular,609694,Hancock HS,2018,971,971,296,238,210,227
regular,609756,Curie HS,2018,2916,2916,758,708,691,759
regular,609715,Kelly HS,2018,1891,1891,465,539,516,371
regular,610381,Bronzeville HS,2018,322,322,72,51,101,98
regular,610380,Williams HS - Prep Med,2018,231,231,70,44,55,62
regular,609751,King CPHS,2018,599,599,129,144,154,172
regular,609713,Hyde Park HS,2018,856,856,261,165,215,215
regular,609746,Kenwood HS,2018,1756,1491,382,403,368,338
regular,609676,Dunbar Voc HS,2018,457,457,114,110,118,115
regular,609741,Hubbard HS,2018,1777,1777,404,442,492,439
regular,609718,Kennedy HS,2018,1690,1690,404,433,444,409
regular,609725,Morgan Park HS,2018,1268,1178,271,311,304,292
regular,610558,Goode,2018,900,900,260,241,224,175
regular,609698,Bogan Tech HS,2018,781,781,199,192,197,193
regular,609748,York Alt HS,2018,210,210,77,40,52,41
regular,609768,Hope CPHS,2018,95,95,28,21,26,20
regular,609783,"Jefferson, N",2018,213,197,80,84,23,10
regular,609707,Robeson HS,2018,128,128,39,24,35,30
regular,610391,Lindblom MSHS,2018,1325,1090,265,274,298,253
regular,610506,TEAM Englewood HS,2018,92,92,10,21,24,37
regular,609711,Harper HS,2018,134,134,25,38,39,32
regular,610323,New Millnm HS,2018,297,297,47,81,95,74
regular,609674,Chicago Voc HS,2018,880,880,263,164,240,213
regular,609712,Hirsch HS,2018,137,137,38,35,27,37
regular,609710,Harlan HS,2018,386,386,92,103,91,100
regular,610547,South Shore ICP,2018,649,649,208,174,142,125
regular,609705,Fenger  HS,2018,251,251,59,67,66,59
regular,609761,Corliss HS,2018,310,310,67,63,94,86
regular,609739,"Washington, G. HS",2018,1436,1436,382,367,364,323
regular,609726,Brooks CPHS,2018,961,842,186,237,231,188
regular,609762,Julian HS,2018,516,516,86,142,162,126
regular,610340,Chicago Acad HS,2018,542,542,138,143,141,120
regular,610499,Collins Acad HS,2018,260,260,67,69,52,72
regular,610543,Solorio,2018,1190,1190,346,275,274,295
regular,610389,Orr,2018,277,277,50,91,57,79
regular,609727,Phillips HS,2018,634,634,198,170,144,122
regular,610563,BotY IB,2018,1061,1061,275,282,249,255
regular,609764,Juarez HS,2018,1734,1734,529,429,422,354
regular,609753,Chicago Agr Sci HS,2018,718,718,199,179,161,179
regular,610402,DeVry Advantage HS,2018,193,193,NA,NA,103,90
regular,610390,Rickover Naval HS,2018,553,553,116,144,125,168
regular,609738,Lincoln Park HS,2018,2101,2101,559,525,438,579
regular,609780,Marine-Ames,2018,864,568,133,156,175,104
regular,609692,Simeon HS,2018,1336,1336,443,310,263,320
regular,610386,Peace & Education Alt HS,2018,103,103,NA,46,24,33
regular,609695,Amundsen HS,2018,1226,1226,330,318,318,260
regular,609745,Southside Occp HS,2018,269,269,NA,NA,7,262
regular,610587,Dyett Arts,2018,328,328,185,143,NA,NA
regular,609680,Payton CPHS,2018,1072,1072,337,294,220,221
regular,609755,Young Magnet HS,2018,2158,1915,518,490,443,464
regular,609678,Jones CPHS,2018,1865,1865,465,454,445,501
charter,400010,ACE Tech Chtr HS,2018,316,315,45,91,92,87
charter,400172,ASPIRA Bus,2018,487,487,141,188,158,NA
charter,400013,ASPIRA Chrtr - Early College,2018,376,376,67,116,96,97
charter,400085,UNO Charter-Garcia,2018,598,598,116,147,178,157
charter,400121,UNO-Rogers Park,2018,677,182,50,30,45,57
charter,400149,UNO-Soccer,2018,551,551,79,160,178,134
charter,400113,CIC-Quest North,2018,262,262,60,90,60,52
charter,400033,Chgo Intl Chrt - Longwood,2018,1335,477,123,127,112,115
charter,400034,Chgo Intl Chrt - Northtown,2018,909,909,253,249,209,198
charter,400032,Chgo Intl Chrt - Ellison,2018,417,417,95,110,121,91
charter,400115,Catalyst-Maria,2018,1077,536,148,130,138,120
charter,400161,Collegiate,2018,394,40,40,NA,NA,NA
charter,400035,Chgo Math/Sci Chtr,2018,592,337,88,80,86,83
charter,400036,Chicago Virtual Chtr,2018,696,181,45,47,38,51
charter,400094,EPIC,2018,538,538,183,140,142,73
charter,400171,Foundations,2018,227,97,49,48,NA,NA
charter,400167,Horizon-Southwest,2018,719,110,34,38,38,NA
charter,400104,Instituto Health,2018,750,750,223,182,190,155
charter,400162,Intrinsic,2018,1012,679,183,182,158,156
charter,400119,Legal Prep,2018,314,314,90,104,69,51
charter,400157,NSC-Orange,2018,363,363,113,66,104,80
charter,400156,NSC-Crimson,2018,647,647,217,178,139,113
charter,400097,NSC-Bulls,2018,1137,1137,361,279,254,243
charter,400118,NSC-Purple,2018,514,514,182,124,140,68
charter,400052,NSC-Comer,2018,1099,782,252,212,170,148
charter,400053,Noble St. Chrtr HS - Golder,2018,664,664,210,165,152,137
charter,400117,NSC-Silver,2018,642,642,222,149,134,137
charter,400169,Noble-ITW,2018,1019,1019,295,167,350,207
charter,400106,NSC-Englewood,2018,802,802,253,195,202,152
charter,400098,NSC-Muchin,2018,959,959,283,258,206,212
charter,400051,Noble St. Chrtr HS,2018,651,651,189,178,151,133
charter,400054,NSC-Pritzker,2018,986,986,288,281,210,207
charter,400055,NSC-Rauner,2018,632,632,197,148,164,123
charter,400056,Noble St. Chrtr HS - Clark,2018,468,468,160,103,85,120
charter,400170,NCS-Noble,2018,499,499,183,106,91,119
charter,400057,NSC-UIC,2018,935,935,268,238,214,215
charter,400179,Noble Mansueto,2018,526,526,370,156,NA,NA
charter,400058,North Lawndale Chrtr,2018,358,358,86,97,96,79
charter,400059,Nth Lawndale Chtr - Collins,2018,355,355,96,89,93,77
charter,400062,Perspectives Chrtr - Cal Tech,2018,334,334,93,78,87,76
charter,400061,Perspectives Chrtr - Calumet,2018,437,302,59,57,95,91
charter,400066,Perspectives-IIT,2018,461,403,117,104,116,66
charter,400064,Perspectives Chrtr HS,2018,389,260,89,54,57,60
charter,400077,U Of Chicago Chtr HS,2018,645,412,123,109,97,83
charter,400105,Urban Prep-SShore,2018,315,315,94,69,62,90
charter,400086,Urban Prep Chtr HS,2018,263,263,67,56,60,80
charter,400102,Urban Prep-E Garfield,2018,213,213,45,62,58,48
charter,400087,Yng Women Ldrshp Chrt,2018,193,193,46,49,63,35
other,400022,Chicago Arts,2018,619,619,160,154,143,162
other,400091,Advanced Tech,2018,242,242,72,58,49,63
other,610581,MJ-Brainerd,2018,173,173,22,47,72,32
other,610580,MJ-Humboldt,2018,163,163,22,34,56,51
other,610567,MJ-South Shore,2018,168,168,26,44,54,44
other,610566,MJ North Lawndale,2018,167,167,10,45,79,33
other,400147,Excel,2018,300,300,45,91,69,95
other,610565,Excel-Englewood,2018,252,252,48,63,80,61
other,400175,Excel-Woodlawn,2018,150,150,32,39,55,24
other,400176,Excel-Southwest,2018,131,131,12,26,52,41
other,610573,Camelot Safe,2018,6,6,2,2,1,1
other,400164,Instituto Lozano,2018,85,85,10,29,19,27
other,400137,Little Black Pearl,2018,118,118,23,22,42,31
other,610569,Ombudsman #1,2018,235,235,10,63,79,83
other,610570,Ombudsman #2,2018,495,495,28,152,127,188
other,610571,Ombudsman #3,2018,367,367,49,109,107,102
other,610557,Pathways,2018,278,278,37,65,89,87
other,610568,Pathways-Avondale,2018,285,285,52,72,81,80
other,400173,Pathways-Brighton,2018,343,343,56,87,101,99
other,400123,YCCS-Scholastic,2018,148,148,NA,74,39,35
other,400133,YCCS-Innovations,2018,414,414,NA,181,177,56
other,400124,YCCS-Ada McKinley,2018,155,155,NA,83,51,21
other,400125,YCCS-Aspira,2018,183,183,NA,80,55,48
other,400126,YCCS-El Cuarto Año,2018,142,142,NA,101,35,6
other,400127,YCCS-Austin,2018,146,146,NA,18,47,81
other,400128,YCCS-CCA,2018,165,165,NA,106,41,18
other,400150,YCCS-Chatham,2018,162,162,1,133,25,3
other,400130,YCCS-CYDI,2018,156,156,NA,91,25,40
other,400131,YCCS-Albizu,2018,197,197,NA,71,79,47
other,400134,YCCS-Addams,2018,210,210,NA,120,56,34
other,400135,YCCS-Latino Youth,2018,226,226,NA,120,70,36
other,400136,YCCS-Olive Harvey,2018,103,103,NA,68,29,6
other,400129,YCCS-Houston,2018,155,155,1,82,39,33
other,400139,YCCS-Sullivan,2018,330,330,NA,283,20,27
other,400141,YCCS-Truman,2018,217,217,NA,91,56,70
other,400143,YCCS-West Town,2018,130,130,NA,86,34,10
other,400144,YCCS-Holistic,2018,95,95,NA,59,32,4
other,400145,YCCS-Connection,2018,223,223,NA,130,52,41
